age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augmentation_salaire_precedent,distance_domicile_travail,annees_depuis_la_derniere_promotion,annees_sous_responsable_actuel,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,departement_Ressources Humaines,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,Salaire_age,duree_par_poste,id
1.0901940236181409,1,2.026752327274747,1.3307629261300484,2.2614821417371727,-0.6657058719069946,-0.6253648713435828,-0.6587097500594324,1.7621889573533582,-0.6479968271994002,0.33762109125915835,0,-0.33712854383170676,-0.8999145224423435,-0.36802435883251516,-0.6164064977950603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.680043590097729,-0.2351880548707678,1676
-1.634827596376192,0,-0.8644084008911711,-1.0837043422612147,-1.0726746626292767,-0.8300707901019612,-0.9056351033176886,0.2602020720875338,-0.9862649071659377,1.1535262668585071,0.33762109125915835,0,-0.33712854383170676,-0.8999145224423435,-0.05688370751185537,-0.8970468545147626,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5691298318017032,-0.565564675703254,169
0.9811931588183676,0,2.3477057786207,0.12352929193441692,1.4920613407295304,0.8135783918477043,1.3365267524751574,-1.5776215722063986,1.7621889573533582,0.25276471982955345,0.33762109125915835,0,-0.8809737668030194,-0.7776101796257255,0.5653975951294642,1.3480759992428557,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0780767110121485,0.27539399550671095,1124
-1.307825001976872,0,-0.9562015179204555,-0.6812931308626707,-0.5597274619575152,-0.008246199127128446,-0.06482440739537135,-0.6587097500594324,-0.9862649071659377,0.25276471982955345,0.33762109125915835,0,-1.1528963782886759,0.44543324854045496,-0.679165010153175,0.5061549290837488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8772320901947589,0.15525704247671593,645
0.6541905644190477,0,-0.18595622912437518,0.12352929193441692,-0.1750170614536942,0.1561187190678381,0.7759862885269458,1.1791138942345,-0.0701136189928391,0.25276471982955345,0.33762109125915835,1,-0.6090511553173631,-0.04378412272601721,0.5653975951294642,0.7867952858034511,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.39542844998754356,-0.5054961991882564,663
-0.9808224075775521,0,-0.6621195879530991,0.9283517147315046,-0.816201062293396,-0.6657058719069946,-0.6253648713435828,-1.5776215722063986,-0.9862649071659377,1.1535262668585071,-1.0555101484628426,1,-0.6090511553173631,-0.8999145224423435,-0.05688370751185537,-0.6164064977950603,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4788976791701901,-0.9259755347932389,440
1.5261974828172342,0,-0.8214139666854172,-0.6812931308626707,-1.3291482629651574,-0.9944357082969277,-1.1859053352917943,0.2602020720875338,-0.9862649071659377,1.1535262668585071,-1.0555101484628426,0,-1.1528963782886759,-1.0222188652589617,-0.679165010153175,-1.177687211234465,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.181398633765009,-0.9259755347932389,353
0.6541905644190477,1,0.9192157021345277,2.135585348927136,0.8508773398898287,0.1561187190678381,0.7759862885269458,0.2602020720875338,0.8460376691802596,-1.5487583742283537,0.33762109125915835,0,-1.1528963782886759,2.1576940479731075,-0.679165010153175,-0.8970468545147626,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7989282699313008,-0.7007187478619983,1126
0.32718797001972766,1,-0.40952728699429525,-0.6812931308626707,-0.816201062293396,-0.33697603551706157,-0.06482440739537135,1.1791138942345,-0.0701136189928391,-1.5487583742283537,0.33762109125915835,0,-0.06520593234605039,0.567737591357073,-0.36802435883251516,-0.6164064977950603,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5562112601291183,-0.205153816613269,1598
-1.0898232723773253,1,-0.16660873373178595,-0.6812931308626707,-0.6879642621254556,-0.172611117322095,-0.6253648713435828,1.1791138942345,-0.0701136189928391,1.1535262668585071,0.33762109125915835,1,-1.1528963782886759,0.07852022009060083,0.5653975951294642,-0.05512578435565574,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.41970471696219086,-0.024948387068276533,1403
-0.10881548917936558,0,-0.674373001701739,1.733174137528592,-0.1750170614536942,-0.33697603551706157,-0.3450946393694771,0.2602020720875338,-0.9862649071659377,-1.5487583742283537,0.33762109125915835,0,2.1101749595392003,-0.04378412272601721,-0.679165010153175,-0.335766141075358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7693538180647531,-0.8487446364168135,27
-0.8718215427777788,1,2.05942809727112,0.12352929193441692,-0.30325386162163454,-0.008246199127128446,0.7759862885269458,1.1791138942345,1.7621889573533582,1.1535262668585071,-1.0555101484628426,0,-0.33712854383170676,-1.0222188652589617,-0.36802435883251516,0.7867952858034511,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.839531411401411,-0.565564675703254,1264
0.8721922940185942,0,-0.6120310721033959,2.5379965603256798,0.08145653888218654,0.4848485554577712,1.3365267524751574,1.1791138942345,-0.0701136189928391,1.1535262668585071,0.33762109125915835,0,-0.33712854383170676,-0.16608846554263526,2.121100851732763,1.0674356425231535,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8940592802913829,-0.8659070582782414,452
